Date,Block,Primary Type,Location Description,District
02/19/2019 09:00:00 AM,E 83RD PL,ASSAULT,STREET,South Chicago District
02/19/2019 08:40:00 AM,S VERNON AVE,ASSAULT,OTHER,Calumet District
02/19/2019 08:30:00 AM,N LOWER COLUMBUS DR,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,Central District
02/19/2019 08:00:00 AM,S KOSTNER AVE,BURGLARY,RESIDENCE,Ogden District
02/19/2019 08:00:00 AM,W IRVING PARK RD,DECEPTIVE PRACTICE,OTHER,Jefferson Park District
02/19/2019 07:45:00 AM,S AVENUE M,BATTERY,APARTMENT,South Chicago District
02/19/2019 07:30:00 AM,S CALUMET AVE,CRIMINAL DAMAGE,STREET,Calumet District
02/19/2019 07:30:00 AM,N LOREL AVE,CRIMINAL DAMAGE,APARTMENT,Grand Central District
02/19/2019 06:45:00 AM,W 87TH ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),Morgan Park District
02/19/2019 06:15:00 AM,S CANAL ST,PUBLIC PEACE VIOLATION,STREET,Deering District
02/19/2019 06:00:00 AM,S CREGIER AVE,THEFT,RESIDENTIAL YARD (FRONT/BACK),Grand Crossing District
02/19/2019 04:42:00 AM,S DREXEL AVE,ASSAULT,RESIDENCE,Grand Crossing District
02/19/2019 04:07:00 AM,S SAWYER AVE,BATTERY,APARTMENT,Ogden District
02/19/2019 03:07:00 AM,W CARROLL AVE,BATTERY,RESIDENCE,Harrison District
02/19/2019 02:40:00 AM,S PARNELL AVE,BATTERY,STREET,Calumet District
02/19/2019 02:10:00 AM,S PARNELL AVE,ROBBERY,STREET,Englewood District
02/19/2019 02:00:00 AM,W QUINCY ST,CRIMINAL DAMAGE,STREET,Austin District
02/19/2019 01:30:00 AM,N RUSH ST,ASSAULT,RESTAURANT,Near North District
02/19/2019 01:00:00 AM,S CALUMET AVE,THEFT,RESIDENCE,Grand Crossing District
02/19/2019 12:34:00 AM,S INDIANA AVE,NARCOTICS,RESIDENCE,Grand Crossing District
02/19/2019 12:13:00 AM,S DR MARTIN LUTHER KING JR DR,DECEPTIVE PRACTICE,STREET,Grand Crossing District
02/19/2019 12:01:00 AM,S PAULINA ST,BATTERY,SIDEWALK,Englewood District
02/19/2019 12:00:00 AM,E ERIE ST,OFFENSE INVOLVING CHILDREN,HOSPITAL BUILDING/GROUNDS,Near North District
02/18/2019 11:50:00 PM,N MILWAUKEE AVE,ASSAULT,BAR OR TAVERN,Shakespeare District
02/18/2019 11:40:00 PM,W COLUMBUS AVE,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),Chicago Lawn District
02/18/2019 11:30:00 PM,S HERMITAGE AVE,CRIMINAL DAMAGE,RESIDENCE,Englewood District
02/18/2019 11:08:00 PM,S MILLARD AVE,BATTERY,STREET,Ogden District
02/18/2019 11:00:00 PM,S VERNON AVE,ASSAULT,RESIDENCE,Calumet District
02/18/2019 10:40:00 PM,W WASHINGTON BLVD,ASSAULT,CHA PARKING LOT/GROUNDS,Near West District
02/18/2019 10:30:00 PM,W 87TH ST,BURGLARY,RESIDENCE-GARAGE,Morgan Park District
02/18/2019 10:15:00 PM,S MICHIGAN AVE,DECEPTIVE PRACTICE,,Wentworth District
02/18/2019 10:00:00 PM,S PARNELL AVE,THEFT,STREET,Deering District
02/18/2019 10:00:00 PM,W POLK ST,BATTERY,RESIDENCE,Harrison District
02/18/2019 09:35:00 PM,E JACKSON BLVD,THEFT,CONVENIENCE STORE,Central District
02/18/2019 09:20:00 PM,S PULASKI RD,NARCOTICS,STREET,Chicago Lawn District
02/18/2019 09:00:00 PM,S SAWYER AVE,THEFT,STREET,Chicago Lawn District
02/18/2019 08:50:00 PM,S CRANDON AVE,THEFT,APARTMENT,Grand Crossing District
02/18/2019 08:30:00 PM,W BELLE PLAINE AVE,THEFT,STREET,Town Hall District
02/18/2019 08:25:00 PM,W 47TH ST,MOTOR VEHICLE THEFT,STREET,Deering District
02/18/2019 08:15:00 PM,N WELLS ST,THEFT,GROCERY FOOD STORE,Near North District
02/18/2019 08:00:00 PM,S WENTWORTH AVE,BATTERY,POLICE FACILITY/VEH PARKING LOT,Wentworth District
02/18/2019 08:00:00 PM,W ROOSEVELT RD,CRIMINAL DAMAGE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Harrison District
02/18/2019 07:50:00 PM,S WESTERN BLVD,CRIMINAL TRESPASS,SMALL RETAIL STORE,Deering District
02/18/2019 07:30:00 PM,W 79TH ST,ASSAULT,CTA BUS,Gresham District
02/18/2019 07:15:00 PM,S EDBROOKE AVE,ASSAULT,RESIDENCE,Calumet District
02/18/2019 07:00:00 PM,N ALBANY AVE,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,Shakespeare District
02/18/2019 07:00:00 PM,W WASHINGTON BLVD,NARCOTICS,SIDEWALK,Harrison District
02/18/2019 07:00:00 PM,S STATE ST,THEFT,STREET,Gresham District
02/18/2019 06:42:00 PM,E DELAWARE PL,THEFT,DEPARTMENT STORE,Near North District
02/18/2019 06:31:00 PM,W MADISON ST,CRIMINAL TRESPASS,CONVENIENCE STORE,Harrison District
02/18/2019 06:15:00 PM,W WISCONSIN ST,THEFT,STREET,Near North District
02/18/2019 06:00:00 PM,S CAMPBELL AVE,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,Deering District
02/18/2019 06:00:00 PM,S DR MARTIN LUTHER KING JR DR,THEFT,OTHER,Central District
02/18/2019 05:50:00 PM,S COTTAGE GROVE AVE,CRIMINAL DAMAGE,RESTAURANT,Gresham District
02/18/2019 05:35:00 PM,N MICHIGAN AVE,THEFT,SMALL RETAIL STORE,Near North District
02/18/2019 05:26:00 PM,S ELLIS AVE,THEFT,RESIDENCE PORCH/HALLWAY,Gresham District
02/18/2019 05:13:00 PM,N MICHIGAN AVE,DECEPTIVE PRACTICE,DEPARTMENT STORE,Near North District
02/18/2019 05:00:00 PM,W HARRISON ST,THEFT,APARTMENT,Harrison District
02/18/2019 05:00:00 PM,S ABERDEEN ST,CRIMINAL DAMAGE,APARTMENT,Deering District
02/18/2019 04:58:00 PM,N HAMLIN AVE,PUBLIC PEACE VIOLATION,APARTMENT,Harrison District
02/18/2019 04:45:00 PM,N LINCOLN AVE,CRIMINAL DAMAGE,STREET,Town Hall District
02/18/2019 04:36:00 PM,S DAMEN AVE,BATTERY,SIDEWALK,Englewood District
02/18/2019 04:30:00 PM,E OHIO ST,THEFT,RESTAURANT,Near North District
02/18/2019 04:20:00 PM,N HOYNE AVE,THEFT,APARTMENT,Near West District
02/18/2019 04:10:00 PM,E OAKWOOD BLVD,BATTERY,APARTMENT,Wentworth District
02/18/2019 04:00:00 PM,N MASON AVE,DECEPTIVE PRACTICE,RESIDENCE,Grand Central District
02/18/2019 03:50:00 PM,S ARTESIAN AVE,CRIMINAL DAMAGE,APARTMENT,Chicago Lawn District
02/18/2019 03:35:00 PM,N LINCOLN AVE,THEFT,STREET,Town Hall District
02/18/2019 03:30:00 PM,N MICHIGAN AVE,THEFT,RESTAURANT,Central District
02/18/2019 03:20:00 PM,S RHODES AVE,DECEPTIVE PRACTICE,,Wentworth District
02/18/2019 03:10:00 PM,S CLARK ST,ASSAULT,COMMERCIAL / BUSINESS OFFICE,Central District
02/18/2019 02:58:00 PM,S MORGAN ST,WEAPONS VIOLATION,STREET,Englewood District
02/18/2019 02:40:00 PM,N DEARBORN ST,THEFT,CTA TRAIN,Central District
02/18/2019 02:29:00 PM,W 43RD ST,BATTERY,STREET,Chicago Lawn District
02/18/2019 02:20:00 PM,S EMERALD AVE,BURGLARY,RESIDENCE-GARAGE,Morgan Park District
02/18/2019 02:00:00 PM,N HALSTED ST,MOTOR VEHICLE THEFT,STREET,Near West District
02/18/2019 01:56:00 PM,W 47TH ST,NARCOTICS,STREET,Deering District
02/18/2019 01:45:00 PM,S KOLIN AVE,BATTERY,APARTMENT,Ogden District
02/18/2019 01:30:00 PM,S GILES AVE,DECEPTIVE PRACTICE,APARTMENT,Wentworth District
02/18/2019 01:22:00 PM,S STONY ISLAND AVE,ASSAULT,STREET,South Chicago District
02/18/2019 01:10:00 PM,N CALIFORNIA AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),Rogers Park District
02/18/2019 01:00:00 PM,W PERSHING RD,BURGLARY,RESIDENCE,Deering District
02/18/2019 01:00:00 PM,W CHASE AVE,THEFT,STREET,Rogers Park District
02/18/2019 12:45:00 PM,S ALBANY AVE,CRIMINAL DAMAGE,APARTMENT,Deering District
02/18/2019 12:30:00 PM,S HALSTED ST,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,Morgan Park District
02/18/2019 12:15:00 PM,N MICHIGAN AVE,THEFT,OTHER,Central District
02/18/2019 12:05:00 PM,W DOUGLAS BLVD,NARCOTICS,SIDEWALK,Ogden District
02/18/2019 12:00:00 PM,N HARLEM AVE,DECEPTIVE PRACTICE,RESIDENCE,Jefferson Park District
02/18/2019 12:00:00 PM,S GREENWOOD AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,Calumet District
02/18/2019 11:50:00 AM,W HUTCHINSON ST,OTHER OFFENSE,ALLEY,Jefferson Park District
02/18/2019 11:35:00 AM,W CHICAGO AVE,INTERFERENCE WITH PUBLIC OFFICER,STREET,Harrison District
02/18/2019 11:25:00 AM,S HARDING AVE,BATTERY,RESIDENCE,Chicago Lawn District
02/18/2019 11:00:00 AM,E 84TH PL,THEFT,RESIDENCE,Gresham District
02/18/2019 11:00:00 AM,S MICHIGAN AVE,SEX OFFENSE,OTHER,Central District
02/18/2019 10:45:00 AM,N PULASKI RD,THEFT,SIDEWALK,Grand Central District
02/18/2019 10:41:00 AM,E OHIO ST,CRIMINAL DAMAGE,RESTAURANT,Near North District
02/18/2019 10:30:00 AM,N LINCOLN PARK WEST,THEFT,STREET,Near North District
02/18/2019 10:20:00 AM,S GREEN ST,BATTERY,STREET,Morgan Park District
02/18/2019 10:00:00 AM,S LOWE AVE,THEFT,RESIDENTIAL YARD (FRONT/BACK),Calumet District
02/18/2019 09:30:00 AM,S KIMBARK AVE,MOTOR VEHICLE THEFT,STREET,South Chicago District
02/18/2019 09:00:00 AM,S THROOP ST,BATTERY,APARTMENT,Englewood District
02/18/2019 09:00:00 AM,W WASHINGTON BLVD,THEFT,NURSING HOME/RETIREMENT HOME,Near West District
02/18/2019 09:00:00 AM,N DAMEN AVE,THEFT,APARTMENT,Rogers Park District
02/18/2019 08:30:00 AM,W MADISON ST,OFFENSE INVOLVING CHILDREN,APARTMENT,Central District
02/18/2019 08:23:00 AM,W HURON ST,BATTERY,APARTMENT,Harrison District
02/18/2019 08:00:00 AM,S EMERALD AVE,BATTERY,STREET,Englewood District
02/18/2019 07:50:00 AM,S EAST END AVE,BATTERY,APARTMENT,Wentworth District
02/18/2019 07:00:00 AM,S ELLIS AVE,MOTOR VEHICLE THEFT,STREET,Wentworth District
02/18/2019 06:30:00 AM,N AVERS AVE,ROBBERY,ALLEY,Harrison District
02/18/2019 05:12:00 AM,N LARAMIE AVE,BATTERY,APARTMENT,Grand Central District
02/18/2019 04:26:00 AM,W WASHINGTON BLVD,BATTERY,APARTMENT,Austin District
02/18/2019 04:00:00 AM,S SPAULDING AVE,ROBBERY,STREET,Chicago Lawn District
02/18/2019 03:11:00 AM,E 75TH ST,BURGLARY,CONVENIENCE STORE,Grand Crossing District
02/18/2019 02:30:00 AM,N MAYFIELD AVE,ASSAULT,APARTMENT,Austin District
02/18/2019 02:13:00 AM,S KENWOOD AVE,BATTERY,APARTMENT,Grand Crossing District
02/18/2019 02:00:00 AM,S ALBANY AVE,OTHER OFFENSE,STREET,Ogden District
02/18/2019 01:45:00 AM,S CHAMPLAIN AVE,BATTERY,RESIDENCE,Grand Crossing District
02/18/2019 01:15:00 AM,W DICKENS AVE,CRIMINAL DAMAGE,APARTMENT,Grand Central District
02/18/2019 01:00:00 AM,E 126TH ST,THEFT,VEHICLE-COMMERCIAL,South Chicago District
02/18/2019 12:02:00 AM,W FLOURNOY ST,THEFT,STREET,Austin District
02/18/2019 12:00:00 AM,S COTTAGE GROVE AVE,OTHER OFFENSE,APARTMENT,Grand Crossing District
02/17/2019 11:50:00 PM,S ROCKWELL ST,NARCOTICS,STREET,Deering District
02/17/2019 11:40:00 PM,S DORCHESTER AVE,BATTERY,RESIDENCE,Grand Crossing District
02/17/2019 11:20:00 PM,W 111TH ST,BATTERY,RESIDENCE,Morgan Park District
02/17/2019 11:00:00 PM,N SAWYER AVE,BATTERY,RESIDENCE,Harrison District
02/17/2019 11:00:00 PM,W 18TH ST,MOTOR VEHICLE THEFT,STREET,Ogden District
02/17/2019 10:46:00 PM,N TALMAN AVE,BATTERY,RESIDENCE PORCH/HALLWAY,Rogers Park District
02/17/2019 10:30:00 PM,W VAN BUREN ST,CRIMINAL DAMAGE,STREET,Harrison District
02/17/2019 10:10:00 PM,N UNION AVE,THEFT,VEHICLE NON-COMMERCIAL,Near West District
02/17/2019 10:00:00 PM,N WELLS ST,THEFT,BAR OR TAVERN,Near North District
02/17/2019 10:00:00 PM,S INDIANA AVE,CRIMINAL DAMAGE,RESIDENCE-GARAGE,Gresham District
02/17/2019 09:45:00 PM,S CHAMPLAIN AVE,BATTERY,APARTMENT,Grand Crossing District
02/17/2019 09:35:00 PM,W FULTON MARKET,THEFT,SIDEWALK,Near West District
02/17/2019 09:13:00 PM,W LUNT AVE,DECEPTIVE PRACTICE,SMALL RETAIL STORE,Rogers Park District
02/17/2019 09:00:00 PM,S MAPLEWOOD AVE,MOTOR VEHICLE THEFT,ALLEY,Deering District
02/17/2019 08:55:00 PM,W ARMITAGE AVE,THEFT,OTHER,Near North District
02/17/2019 08:30:00 PM,N SHERIDAN RD,DECEPTIVE PRACTICE,APARTMENT,Rogers Park District
02/17/2019 08:20:00 PM,S BELL AVE,BATTERY,VEHICLE NON-COMMERCIAL,Chicago Lawn District
02/17/2019 08:10:00 PM,N ROCKWELL ST,OTHER OFFENSE,RESIDENCE,Shakespeare District
01/16/2019 09:00:00 AM,W HARRISON ST,OTHER OFFENSE,SIDEWALK,Harrison District
01/16/2019 09:00:00 AM,W ALTGELD ST,OTHER OFFENSE,RESIDENCE,Grand Central District
01/16/2019 08:45:00 AM,N MICHIGAN AVE,THEFT,SIDEWALK,Central District
01/16/2019 08:27:00 AM,W 98TH ST,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,Morgan Park District
01/16/2019 08:00:00 AM,E 71ST ST,THEFT,NURSING HOME/RETIREMENT HOME,Grand Crossing District
01/16/2019 08:00:00 AM,S CHICAGO BEACH DR,THEFT,STREET,Wentworth District
01/16/2019 07:45:00 AM,S OGLESBY AVE,THEFT,RESIDENCE,South Chicago District
01/16/2019 07:10:00 AM,S BENNETT AVE,MOTOR VEHICLE THEFT,STREET,Grand Crossing District
01/16/2019 07:00:00 AM,S COTTAGE GROVE AVE,THEFT,RESIDENCE,Wentworth District
01/16/2019 06:27:00 AM,N LOTUS AVE,WEAPONS VIOLATION,RESIDENCE PORCH/HALLWAY,Austin District
01/16/2019 06:00:00 AM,N TROY ST,ASSAULT,RESIDENCE,Near West District
01/16/2019 05:20:00 AM,N MILWAUKEE AVE,BATTERY,CONVENIENCE STORE,Shakespeare District
01/16/2019 05:01:00 AM,S SOUTH SHORE DR,BATTERY,SIDEWALK,South Chicago District
01/16/2019 04:27:00 AM,S INDIANA AVE,WEAPONS VIOLATION,STREET,Grand Crossing District
01/16/2019 04:05:00 AM,W Warner AVE,DECEPTIVE PRACTICE,,Town Hall District
01/16/2019 03:10:00 AM,S KEDZIE AVE,ROBBERY,GAS STATION,Chicago Lawn District
01/16/2019 02:21:00 AM,E 87TH ST,WEAPONS VIOLATION,STREET,South Chicago District
01/16/2019 02:00:00 AM,S CARPENTER ST,ROBBERY,STREET,Morgan Park District
01/16/2019 01:30:00 AM,W DICKENS AVE,DECEPTIVE PRACTICE,APARTMENT,Shakespeare District
01/16/2019 12:58:00 AM,S PRINCETON AVE,THEFT,CHA PARKING LOT/GROUNDS,Deering District
01/16/2019 12:31:00 AM,W SCHUBERT AVE,WEAPONS VIOLATION,RESIDENCE,Grand Central District
01/16/2019 12:01:00 AM,N ORANGE AVE,THEFT,RESIDENCE,Jefferson Park District
01/16/2019 12:00:00 AM,S RIDGELAND AVE,BURGLARY,RESIDENCE,South Chicago District
01/15/2019 11:41:00 PM,E PEARSON ST,ASSAULT,RESIDENCE PORCH/HALLWAY,Near North District
01/15/2019 11:21:00 PM,W 71ST ST,BATTERY,RESIDENCE,Englewood District
01/15/2019 11:10:00 PM,W HARRISON ST,ASSAULT,STREET,Near West District
01/15/2019 11:00:00 PM,N CUMBERLAND AVE,THEFT,GROCERY FOOD STORE,Jefferson Park District
01/15/2019 10:40:00 PM,N WOLCOTT AVE,DECEPTIVE PRACTICE,,Rogers Park District
01/15/2019 10:30:00 PM,S COTTAGE GROVE AVE,THEFT,VEHICLE NON-COMMERCIAL,Gresham District
01/15/2019 10:00:00 PM,W OHARE ST,MOTOR VEHICLE THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,Jefferson Park District
01/15/2019 09:59:00 PM,N KILBOURN AVE,PROSTITUTION,SIDEWALK,Harrison District
01/15/2019 09:45:00 PM,W WRIGHTWOOD AVE,CRIMINAL DAMAGE,STREET,Town Hall District
01/15/2019 09:15:00 PM,S CLARK ST,THEFT,DEPARTMENT STORE,Central District
01/15/2019 09:00:00 PM,S HONORE ST,MOTOR VEHICLE THEFT,STREET,Deering District
01/15/2019 08:50:00 PM,W HARRISON ST,CRIMINAL TRESPASS,POLICE FACILITY/VEH PARKING LOT,Harrison District
01/15/2019 08:40:00 PM,S DEARBORN ST,THEFT,CTA TRAIN,Central District
01/15/2019 08:32:00 PM,S CICERO AVE,BATTERY,STREET,Harrison District
01/15/2019 08:30:00 PM,S HAMLIN AVE,OTHER OFFENSE,RESIDENCE,Ogden District
01/15/2019 08:15:00 PM,N TROY ST,THEFT,RESIDENCE,Rogers Park District
01/15/2019 08:07:00 PM,N NEWCASTLE AVE,STALKING,APARTMENT,Grand Central District
01/15/2019 08:00:00 PM,N PARKSIDE AVE,OFFENSE INVOLVING CHILDREN,OTHER,Austin District
01/15/2019 08:00:00 PM,W GREENLEAF AVE,CRIMINAL TRESPASS,STREET,Rogers Park District
01/15/2019 08:00:00 PM,W DIVISION ST,CRIMINAL DAMAGE,GAS STATION,Near West District
01/15/2019 07:50:00 PM,N NARRAGANSETT AVE,THEFT,DEPARTMENT STORE,Grand Central District
01/15/2019 07:42:00 PM,S BLACKSTONE AVE,PUBLIC PEACE VIOLATION,RESTAURANT,South Chicago District
01/15/2019 07:32:00 PM,S STATE ST,THEFT,RESTAURANT,Central District
01/15/2019 07:30:00 PM,S ST LOUIS AVE,BATTERY,APARTMENT,Ogden District
01/15/2019 07:26:00 PM,E 95TH ST,NARCOTICS,STREET,South Chicago District
01/15/2019 07:15:00 PM,S CALIFORNIA AVE,MOTOR VEHICLE THEFT,STREET,Deering District
01/15/2019 07:04:00 PM,N SHERIDAN RD,THEFT,GROCERY FOOD STORE,Lincoln District
01/15/2019 07:00:00 PM,S GREENWOOD AVE,BATTERY,APARTMENT,Grand Crossing District
01/15/2019 06:57:00 PM,E 65TH ST,ASSAULT,STREET,Grand Crossing District
01/15/2019 06:45:00 PM,N CLARK ST,NARCOTICS,DRUG STORE,Near North District
01/15/2019 06:30:00 PM,W ADAMS ST,ROBBERY,STREET,Harrison District
01/15/2019 06:18:00 PM,S MICHIGAN AVE,CRIMINAL TRESPASS,GAS STATION,Wentworth District
01/15/2019 06:10:00 PM,N CANFIELD AVE,CRIMINAL TRESPASS,DRUG STORE,Jefferson Park District
01/15/2019 06:00:00 PM,W MONTANA ST,THEFT,STREET,Shakespeare District
01/15/2019 06:00:00 PM,W ARMITAGE AVE,THEFT,STREET,Shakespeare District
01/15/2019 06:00:00 PM,W ARTHUR AVE,THEFT,STREET,Rogers Park District
01/15/2019 05:45:00 PM,N LINCOLN AVE,THEFT,SIDEWALK,Town Hall District
01/15/2019 05:40:00 PM,W 79TH ST,THEFT,"SCHOOL, PUBLIC, BUILDING",Chicago Lawn District
01/15/2019 05:30:00 PM,E 86TH ST,BATTERY,APARTMENT,South Chicago District
01/15/2019 05:20:00 PM,W 14TH ST,NARCOTICS,STREET,Ogden District
01/15/2019 05:00:00 PM,S DORCHESTER AVE,CRIMINAL TRESPASS,"SCHOOL, PRIVATE, GROUNDS",Grand Crossing District
01/15/2019 05:00:00 PM,S COTTAGE GROVE AVE,BURGLARY,RESIDENCE,Calumet District
01/15/2019 05:00:00 PM,W CTA 69TH ST LN,ASSAULT,CTA STATION,Grand Crossing District
01/15/2019 04:45:00 PM,S COMMERCIAL AVE,WEAPONS VIOLATION,PARKING LOT/GARAGE(NON.RESID.),South Chicago District
01/15/2019 04:26:00 PM,S PLYMOUTH CT,BATTERY,LIBRARY,Central District
01/15/2019 04:05:00 PM,S MARSHFIELD AVE,BATTERY,STREET,Gresham District
01/15/2019 04:00:00 PM,N DESPLAINES ST,BATTERY,PARKING LOT/GARAGE(NON.RESID.),Near West District
01/15/2019 04:00:00 PM,W 76TH ST,DECEPTIVE PRACTICE,RESIDENCE,Gresham District
01/15/2019 03:43:00 PM,N MOODY AVE,OTHER OFFENSE,RESIDENCE,Jefferson Park District
01/15/2019 03:20:00 PM,S PARNELL AVE,CRIMINAL DAMAGE,RESIDENCE,Morgan Park District
01/15/2019 03:11:00 PM,S STATE ST,THEFT,CTA PLATFORM,Central District
01/15/2019 03:00:00 PM,S ARCHER AVE,ASSAULT,"SCHOOL, PUBLIC, BUILDING",Chicago Lawn District
01/15/2019 03:00:00 PM,S ARCHER AVE,ASSAULT,STREET,Chicago Lawn District
01/15/2019 02:59:00 PM,W ARMITAGE AVE,NARCOTICS,SMALL RETAIL STORE,Near North District
01/15/2019 02:50:00 PM,W SCHILLER ST,BATTERY,"SCHOOL, PUBLIC, BUILDING",Shakespeare District
01/15/2019 02:45:00 PM,W 60TH PL,THEFT,RESIDENCE PORCH/HALLWAY,Chicago Lawn District
01/15/2019 02:28:00 PM,W ADDISON ST,NARCOTICS,VEHICLE NON-COMMERCIAL,Jefferson Park District
01/15/2019 02:15:00 PM,W JACKSON BLVD,THEFT,RESTAURANT,Central District
01/15/2019 02:00:00 PM,S INDIANA AVE,DECEPTIVE PRACTICE,RESIDENCE,Central District
01/15/2019 02:00:00 PM,W LAWRENCE AVE,ASSAULT,SIDEWALK,Lincoln District
01/15/2019 02:00:00 PM,W 53RD PL,OTHER OFFENSE,RESIDENCE-GARAGE,Deering District
01/15/2019 01:47:00 PM,E 111TH ST,CRIMINAL TRESPASS,POLICE FACILITY/VEH PARKING LOT,Calumet District
01/15/2019 01:44:00 PM,S KEDZIE AVE,OTHER OFFENSE,SIDEWALK,Ogden District
01/15/2019 01:30:00 PM,W LAKE ST,DECEPTIVE PRACTICE,RESTAURANT,Central District
01/15/2019 01:25:00 PM,S MARSHFIELD AVE,BATTERY,APARTMENT,Deering District
01/15/2019 01:13:00 PM,W GRAND AVE,THEFT,RESIDENCE PORCH/HALLWAY,Near West District
01/15/2019 01:00:00 PM,W 79TH ST,THEFT,COMMERCIAL / BUSINESS OFFICE,Chicago Lawn District
01/15/2019 01:00:00 PM,W 87TH ST,CRIMINAL TRESPASS,DEPARTMENT STORE,Gresham District
01/15/2019 12:50:00 PM,W WILSON AVE,THEFT,COLLEGE/UNIVERSITY GROUNDS,Town Hall District
01/15/2019 12:31:00 PM,S HOUSTON AVE,CRIMINAL DAMAGE,RESIDENCE,South Chicago District
01/15/2019 12:20:00 PM,W 63RD ST,BATTERY,SIDEWALK,Englewood District
01/15/2019 12:00:00 PM,W AUGUSTA BLVD,DECEPTIVE PRACTICE,RESIDENCE,Harrison District
01/15/2019 12:00:00 PM,W 56TH ST,THEFT,"SCHOOL, PUBLIC, BUILDING",Chicago Lawn District
01/15/2019 12:00:00 PM,W PERSHING RD,THEFT,RESIDENCE-GARAGE,Deering District
01/15/2019 12:00:00 PM,S STONY ISLAND AVE,BURGLARY,APARTMENT,Grand Crossing District
01/15/2019 11:50:00 AM,S WESTERN AVE,DECEPTIVE PRACTICE,"SCHOOL, PRIVATE, BUILDING",Chicago Lawn District
01/15/2019 11:31:00 AM,N STATE ST,THEFT,DEPARTMENT STORE,Central District
01/15/2019 11:15:00 AM,E ADAMS ST,ASSAULT,SMALL RETAIL STORE,Central District
01/15/2019 11:10:00 AM,N MILWAUKEE AVE,THEFT,STREET,Shakespeare District
01/15/2019 11:00:00 AM,N KIMBALL AVE,BURGLARY,APARTMENT,Shakespeare District
01/15/2019 10:52:00 AM,W BERTEAU AVE,ASSAULT,STREET,Jefferson Park District
01/15/2019 10:45:00 AM,W FULLERTON AVE,ASSAULT,CTA STATION,Near North District
01/15/2019 10:40:00 AM,W HUBBARD ST,NARCOTICS,STREET,Austin District
01/15/2019 10:30:00 AM,E 67TH ST,CRIMINAL DAMAGE,SIDEWALK,Grand Crossing District
01/15/2019 10:15:00 AM,W 71ST ST,ASSAULT,"SCHOOL, PUBLIC, BUILDING",Englewood District
01/15/2019 10:06:00 AM,W HARRISON ST,BATTERY,STREET,Central District
01/15/2019 10:00:00 AM,N MILWAUKEE AVE,THEFT,RESTAURANT,Shakespeare District
01/15/2019 10:00:00 AM,W 80TH ST,THEFT,RESIDENCE,Chicago Lawn District
01/15/2019 09:45:00 AM,S COTTAGE GROVE AVE,ASSAULT,CTA BUS,Gresham District
01/15/2019 09:29:00 AM,N HOMAN AVE,ASSAULT,RESIDENCE,Harrison District
01/15/2019 09:05:00 AM,E 87TH ST,ASSAULT,RESIDENCE PORCH/HALLWAY,South Chicago District
01/15/2019 09:00:00 AM,W EDDY ST,THEFT,STREET,Albany Park District
01/15/2019 09:00:00 AM,S SOUTH SHORE DR,THEFT,RESIDENCE,Grand Crossing District
01/15/2019 08:44:00 AM,S KEELER AVE,MOTOR VEHICLE THEFT,STREET,Chicago Lawn District
01/15/2019 08:27:00 AM,S ABERDEEN ST,BATTERY,RESIDENCE,Englewood District
01/15/2019 08:13:00 AM,S DREXEL AVE,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),Grand Crossing District
01/15/2019 08:00:00 AM,S COTTAGE GROVE AVE,BATTERY,"SCHOOL, PRIVATE, BUILDING",Wentworth District
01/15/2019 07:55:00 AM,W BELDEN AVE,ASSAULT,SIDEWALK,Grand Central District
01/15/2019 07:22:00 AM,W MADISON ST,NARCOTICS,APARTMENT,Harrison District
01/15/2019 06:30:00 AM,E 47TH DR,CRIMINAL DAMAGE,PARK PROPERTY,Wentworth District
01/15/2019 06:00:00 AM,N CAMPBELL AVE,DECEPTIVE PRACTICE,OTHER,Near West District
01/15/2019 05:45:00 AM,W THORNDALE AVE,ASSAULT,STREET,Rogers Park District
01/15/2019 05:00:00 AM,S KOSTNER AVE,DECEPTIVE PRACTICE,OTHER,Ogden District
01/15/2019 04:30:00 AM,E 44TH ST,BURGLARY,RESIDENCE-GARAGE,Wentworth District
01/15/2019 03:29:00 AM,N LATROBE AVE,ROBBERY,STREET,Grand Central District
01/15/2019 02:42:00 AM,W MEDILL AVE,BATTERY,APARTMENT,Grand Central District
01/15/2019 01:45:00 AM,N WHIPPLE ST,BATTERY,APARTMENT,Albany Park District
01/15/2019 01:26:00 AM,N OAKLEY AVE,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,Rogers Park District
01/15/2019 01:10:00 AM,W 116TH ST,CRIMINAL DAMAGE,RESIDENCE,Calumet District
01/15/2019 01:00:00 AM,S UNION AVE,CRIMINAL DAMAGE,RESIDENCE,Morgan Park District
